Date, Type, Sender, Receiver, Content, ChannelName, RuleName, RuleGroupName
'31.07.2022 22:58:44', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'31.07.2022 22:59:05', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'31.07.2022 23:01:45', 'chat', 'TheProKillerGirl', '', 'sry for commands i din chat xD', 'English', '', ''
'31.07.2022 23:02:07', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'31.07.2022 23:02:55', 'chat', 'TheProKillerGirl', '', 'skal slukke nu.. :( du kan måske finde nogle huse. kommer på i morgen', 'English', '', ''
'31.07.2022 23:03:21', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'01.08.2022 22:53:41', 'chat', 'TheProKillerGirl', '', 'meow', 'English', '', ''
'01.08.2022 22:53:58', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'01.08.2022 22:58:51', 'chat', 'TheProKillerGirl', '', 'kan du bestemme dig', 'English', '', ''
'01.08.2022 22:59:27', 'chat', 'TheProKillerGirl', '', 'ahah', 'English', '', ''
'01.08.2022 23:00:26', 'chat', 'TheProKillerGirl', '', 'aw', 'English', '', ''
'01.08.2022 23:00:30', 'chat', 'TheProKillerGirl', '', 'mor sover', 'English', '', ''
'01.08.2022 23:00:32', 'chat', 'TheProKillerGirl', '', 'og slukker om 5', 'English', '', ''
'01.08.2022 23:01:35', 'chat', 'KatieDeForest', '', 'Haii', 'English', '', ''
'01.08.2022 23:03:31', 'chat', 'TheProKillerGirl', '', 'nogle små fejl men er ligeglad xD', 'English', '', ''
'01.08.2022 23:03:51', 'chat', 'KatieDeForest', '', 'I could check the video later if you send it to me', 'English', '', ''
'01.08.2022 23:03:54', 'chat', 'KatieDeForest', '', 'But its up to you', 'English', '', ''
'01.08.2022 23:04:06', 'chat', 'TheProKillerGirl', '', 'altså jeg er ogs kommet til at lave små fejl ;D', 'English', '', ''
'01.08.2022 23:04:15', 'chat', 'KatieDeForest', '', 'I've had no sleep,/ and I'm exhausted as heck', 'English', '', ''
'01.08.2022 23:04:17', 'chat', 'TheProKillerGirl', '', 'når det et kæmpe arbejde,/ så det svært..', 'English', '', ''
'01.08.2022 23:04:19', 'chat', 'TheProKillerGirl', '', 'aah', 'English', '', ''
'01.08.2022 23:05:01', 'chat', 'KatieDeForest', '', 'Its pretty regardless of your mistakes :3', 'English', '', ''
'01.08.2022 23:05:08', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'01.08.2022 23:08:59', 'chat', 'TheProKillerGirl', '', 'gør resten i morgen,/ naaat', 'English', '', ''
'01.08.2022 23:09:11', 'chat', 'KatieDeForest', '', 'Goodnight :D', 'English', '', ''
'01.08.2022 23:09:12', 'chat', 'KatieDeForest', '', ':3', 'English', '', ''
'01.08.2022 23:09:46', 'chat', 'KatieDeForest', '', 'Sure', 'English', '', ''
'01.08.2022 23:10:01', 'chat', 'KatieDeForest', '', 'Nowhere close', 'English', '', ''
'01.08.2022 23:10:09', 'chat', 'KatieDeForest', '', 'He's not the fastest xD', 'English', '', ''
'01.08.2022 23:10:51', 'chat', 'KatieDeForest', '', 'I'm tired and confused mate xD', 'English', '', ''
'01.08.2022 23:11:07', 'chat', 'KatieDeForest', '', 'You're rambling and I'm understanding so little', 'English', '', ''
'01.08.2022 23:11:11', 'chat', 'KatieDeForest', '', 'Yes', 'English', '', ''
'01.08.2022 23:11:19', 'chat', 'KatieDeForest', '', 'I saw that yes', 'English', '', ''
'01.08.2022 23:11:52', 'chat', 'KatieDeForest', '', 'Wanna watch vids together?', 'English', '', ''
'01.08.2022 23:12:22', 'chat', 'KatieDeForest', '', 'What do we do', 'English', '', ''
'01.08.2022 23:12:57', 'chat', 'KatieDeForest', '', 'You sure you don't wanna watch anything for 30 minutes? xD', 'English', '', ''
'01.08.2022 23:13:21', 'chat', 'KatieDeForest', '', 'Videos and movies aren't the same', 'English', '', ''
'01.08.2022 23:13:30', 'chat', 'KatieDeForest', '', 'I watch vids all day every day xD', 'English', '', ''
'01.08.2022 23:13:56', 'chat', 'KatieDeForest', '', 'I understand', 'English', '', ''
'01.08.2022 23:14:03', 'chat', 'KatieDeForest', '', 'Its not easy to be a programmer', 'English', '', ''
'01.08.2022 23:16:16', 'chat', 'KatieDeForest', '', 'I understand yeah', 'English', '', ''
'01.08.2022 23:16:32', 'chat', 'KatieDeForest', '', 'Wanna watch nopixel compilations?', 'English', '', ''
'01.08.2022 23:16:32', 'chat', 'KatieDeForest', '', ':3', 'English', '', ''
'01.08.2022 23:16:42', 'chat', 'KatieDeForest', '', 'GTA 5 RP', 'English', '', ''
'01.08.2022 23:16:46', 'chat', 'KatieDeForest', '', 'Funny moments', 'English', '', ''
'01.08.2022 23:17:03', 'chat', 'KatieDeForest', '', 'Sure', 'English', '', ''
'01.08.2022 23:17:09', 'chat', 'KatieDeForest', '', 'Ye', 'English', '', ''
'01.08.2022 23:17:15', 'chat', 'KatieDeForest', '', 'Let's text there,/ imma close mc', 'English', '', ''
'02.08.2022 13:46:06', 'chat', 'Im_Trofast', '', 'hola', 'English', '', ''
'02.08.2022 16:49:58', 'chat', 'TheProKillerGirl', '', '90', 'English', '', ''
'02.08.2022 17:43:10', 'chat', 'TheProKillerGirl', '', 'hai', 'English', '', ''
'02.08.2022 17:43:13', 'chat', 'TheProKillerGirl', '', 'er her endnu', 'English', '', ''
'02.08.2022 17:43:14', 'chat', 'TheProKillerGirl', '', 'no', 'English', '', ''
'02.08.2022 17:43:16', 'chat', 'TheProKillerGirl', '', 'kom og see', 'English', '', ''
'02.08.2022 17:43:31', 'chat', 'TheProKillerGirl', '', 'vores*', 'English', '', ''
'02.08.2022 17:43:35', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'02.08.2022 17:43:46', 'chat', 'TheProKillerGirl', '', 'ajaj', 'English', '', ''
'02.08.2022 17:44:11', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'02.08.2022 17:44:20', 'chat', 'TheProKillerGirl', '', '#fandtseeeelvudafdet..', 'English', '', ''
'02.08.2022 17:44:24', 'chat', 'TheProKillerGirl', '', '#not', 'English', '', ''
'02.08.2022 17:45:00', 'chat', 'TheProKillerGirl', '', 'aah', 'English', '', ''
'02.08.2022 17:45:04', 'chat', 'TheProKillerGirl', '', 'sshhh xD', 'English', '', ''
'02.08.2022 17:45:53', 'chat', 'TheProKillerGirl', '', 'wiii', 'English', '', ''
'02.08.2022 17:45:59', 'chat', 'TheProKillerGirl', '', 'ARRH', 'English', '', ''
'02.08.2022 17:46:06', 'chat', 'TheProKillerGirl', '', 'holy xD', 'English', '', ''
'02.08.2022 17:46:22', 'chat', 'TheProKillerGirl', '', 'ahah', 'English', '', ''
'02.08.2022 17:46:44', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'02.08.2022 17:46:49', 'chat', 'TheProKillerGirl', '', 'i know', 'English', '', ''
'02.08.2022 17:47:36', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'02.08.2022 17:47:58', 'sign', 'TheProKillerGirl', '', 'INGEN KOMMUNE%FOLINES%ADGANG%FOLINES%KUN........MENNESKER%FOLINES%', '', '', ''
'02.08.2022 17:48:01', 'chat', 'TheProKillerGirl', '', 'TADAA', 'English', '', ''
'02.08.2022 17:48:03', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'02.08.2022 17:48:07', 'chat', 'TheProKillerGirl', '', 'mm', 'English', '', ''
'02.08.2022 17:48:42', 'chat', 'TheProKillerGirl', '', 'kommer nok ik ind :P', 'English', '', ''
'02.08.2022 17:48:46', 'chat', 'TheProKillerGirl', '', 'kiggg', 'English', '', ''
'02.08.2022 17:48:59', 'chat', 'TheProKillerGirl', '', 'hehe', 'English', '', ''
'02.08.2022 17:49:09', 'chat', 'TheProKillerGirl', '', 'ahah', 'English', '', ''
'02.08.2022 17:49:23', 'sign', 'TheProKillerGirl', '', '%FOLINES%Ps..%FOLINES%Ingen børn%FOLINES%', '', '', ''
'02.08.2022 17:49:32', 'sign', 'TheProKillerGirl', '', 'Under 10%FOLINES%%FOLINES%%FOLINES%', '', '', ''
'02.08.2022 17:49:35', 'chat', 'TheProKillerGirl', '', 'ahah', 'English', '', ''
'02.08.2022 17:51:35', 'chat', 'TheProKillerGirl', '', 'ved ik hvad block jeg skal bruge', 'English', '', ''
'02.08.2022 17:51:37', 'chat', 'TheProKillerGirl', '', 'kan ik se det', 'English', '', ''
'02.08.2022 17:52:41', 'chat', 'TheProKillerGirl', '', 'ik mit hår xD', 'English', '', ''
'02.08.2022 17:53:14', 'chat', 'TheProKillerGirl', '', 'ahah', 'English', '', ''
'02.08.2022 17:57:26', 'chat', 'TheProKillerGirl', '', 'damn it skal bruge de design hoved ting..', 'English', '', ''
'02.08.2022 17:58:26', 'chat', 'TheProKillerGirl', '', ':(', 'English', '', ''
'02.08.2022 17:59:03', 'chat', 'TheProKillerGirl', '', 'hvad er det?', 'English', '', ''
'02.08.2022 17:59:50', 'chat', 'TheProKillerGirl', '', 'lyder nice :P', 'English', '', ''
'02.08.2022 18:00:18', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'02.08.2022 18:02:44', 'chat', 'TheProKillerGirl', '', 'oof...', 'English', '', ''
'02.08.2022 18:10:00', 'chat', 'TheProKillerGirl', '', 'wii', 'English', '', ''
'02.08.2022 18:10:32', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'02.08.2022 18:14:57', 'chat', 'TheProKillerGirl', '', 'ahah', 'English', '', ''
'02.08.2022 18:17:46', 'chat', 'TheProKillerGirl', '', 'hvorfor vil den ik spawne', 'English', '', ''
'02.08.2022 18:19:15', 'chat', 'TheProKillerGirl', '', 'hehe', 'English', '', ''
'02.08.2022 18:19:32', 'chat', 'TheProKillerGirl', '', 'hehe', 'English', '', ''
'02.08.2022 18:22:02', 'chat', 'TheProKillerGirl', '', 'ser en serie hvor der er pandekager som mad.. skal spørge mor og vi kan få xD', 'English', '', ''
'02.08.2022 18:25:03', 'chat', 'TheProKillerGirl', '', ':P', 'English', '', ''
'02.08.2022 18:28:31', 'chat', 'TheProKillerGirl', '', 'mor llaver regnskab :(', 'English', '', ''
'02.08.2022 18:29:21', 'chat', 'TheProKillerGirl', '', 'no :( ik i dag', 'English', '', ''
'02.08.2022 18:29:58', 'chat', 'TheProKillerGirl', '', 'ad esport på min gamle folkeskole.. gad godt,/ men de små..', 'English', '', ''
'02.08.2022 18:33:34', 'chat', 'TheProKillerGirl', '', 'mis gik forbi mig :D', 'English', '', ''
'02.08.2022 18:41:35', 'chat', 'TheProKillerGirl', '', 'uuhh', 'English', '', ''
'02.08.2022 18:42:51', 'chat', 'TheProKillerGirl', '', '... xD', 'English', '', ''
'02.08.2022 18:42:53', 'chat', 'TheProKillerGirl', '', 'holy..', 'English', '', ''
'02.08.2022 18:42:59', 'chat', 'TheProKillerGirl', '', 'O_O', 'English', '', ''
'02.08.2022 18:43:03', 'chat', 'TheProKillerGirl', '', 'kan i 2 sek..', 'English', '', ''
'02.08.2022 18:43:05', 'chat', 'TheProKillerGirl', '', ':D', 'English', '', ''
'02.08.2022 18:43:26', 'chat', 'TheProKillerGirl', '', 'ja.. xD', 'English', '', ''
'02.08.2022 18:44:24', 'chat', 'TheProKillerGirl', '', 'ahah', 'English', '', ''
'02.08.2022 18:44:40', 'chat', 'TheProKillerGirl', '', 'venter..', 'English', '', ''
'02.08.2022 18:44:55', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'02.08.2022 18:45:29', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'02.08.2022 18:45:37', 'chat', 'TheProKillerGirl', '', 'arh', 'English', '', ''
'02.08.2022 18:45:44', 'chat', 'TheProKillerGirl', '', 'whaat....', 'English', '', ''
'02.08.2022 18:46:03', 'chat', 'TheProKillerGirl', '', 'hvad sker der ahaha', 'English', '', ''
'02.08.2022 18:46:11', 'chat', 'TheProKillerGirl', '', 'spooky', 'English', '', ''
'02.08.2022 18:46:36', 'chat', 'TheProKillerGirl', '', 'ja', 'English', '', ''
'02.08.2022 18:48:14', 'chat', 'TheProKillerGirl', '', 'øh', 'English', '', ''
'02.08.2022 18:48:24', 'chat', 'TheProKillerGirl', '', 'ahaahh', 'English', '', ''
'02.08.2022 18:48:56', 'chat', 'TheProKillerGirl', '', 'OH', 'English', '', ''
'02.08.2022 18:48:57', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'02.08.2022 18:49:08', 'chat', 'TheProKillerGirl', '', 'tralala', 'English', '', ''
'02.08.2022 18:49:16', 'chat', 'TheProKillerGirl', '', 'gugu gaga xD', 'English', '', ''
'02.08.2022 18:49:24', 'chat', 'TheProKillerGirl', '', '...', 'English', '', ''
'02.08.2022 18:49:31', 'chat', 'TheProKillerGirl', '', 'tak..', 'English', '', ''
'02.08.2022 18:49:42', 'chat', 'TheProKillerGirl', '', 'ahah', 'English', '', ''
'02.08.2022 18:50:44', 'chat', 'TheProKillerGirl', '', 'wii', 'English', '', ''
'02.08.2022 18:51:03', 'chat', 'TheProKillerGirl', '', 'hvad er der mer', 'English', '', ''
'02.08.2022 18:51:07', 'chat', 'TheProKillerGirl', '', 'prut', 'English', '', ''
'02.08.2022 18:51:11', 'chat', 'TheProKillerGirl', '', 'kan ik spin', 'English', '', ''
'02.08.2022 18:52:01', 'chat', 'TheProKillerGirl', '', 'det virker ik xD', 'English', '', ''
'02.08.2022 18:52:22', 'chat', 'TheProKillerGirl', '', 'jamen..', 'English', '', ''
'02.08.2022 18:52:39', 'chat', 'TheProKillerGirl', '', 'haha', 'English', '', ''
'02.08.2022 18:52:52', 'chat', 'TheProKillerGirl', '', '..', 'English', '', ''
'02.08.2022 18:54:12', 'chat', 'TheProKillerGirl', '', 'hmm', 'English', '', ''
'02.08.2022 18:54:17', 'chat', 'TheProKillerGirl', '', 'hvad kan man ellers', 'English', '', ''
'02.08.2022 18:55:21', 'chat', 'TheProKillerGirl', '', 'huh', 'English', '', ''
'02.08.2022 18:55:29', 'chat', 'TheProKillerGirl', '', 'ar', 'English', '', ''
'02.08.2022 18:55:33', 'chat', 'TheProKillerGirl', '', 'GODT', 'English', '', ''
'02.08.2022 18:55:39', 'chat', 'TheProKillerGirl', '', 'kom og hjælp mig i husene', 'English', '', ''
'02.08.2022 18:55:45', 'chat', 'TheProKillerGirl', '', 'eller her til', 'English', '', ''
'02.08.2022 18:56:03', 'chat', 'TheProKillerGirl', '', 'hvordan gør man xD har kun set det,/ aldrig gjort det', 'English', '', ''
'02.08.2022 18:56:32', 'chat', 'TheProKillerGirl', '', 'hva', 'English', '', ''
'02.08.2022 18:56:40', 'chat', 'TheProKillerGirl', '', 'men du owwner xD med mig', 'English', '', ''
'02.08.2022 18:56:49', 'chat', 'TheProKillerGirl', '', 'eller til commanden?', 'English', '', ''
'02.08.2022 18:57:05', 'chat', 'TheProKillerGirl', '', 'hvor er du', 'English', '', ''
'02.08.2022 18:57:20', 'chat', 'TheProKillerGirl', '', 'jeg kan tror jeg', 'English', '', ''
'02.08.2022 18:57:25', 'chat', 'TheProKillerGirl', '', 'nej ..', 'English', '', ''
'02.08.2022 18:57:28', 'chat', 'TheProKillerGirl', '', 'DAMN IT', 'English', '', ''
'02.08.2022 18:57:49', 'chat', 'TheProKillerGirl', '', 'ku ellers være nice', 'English', '', ''
'02.08.2022 18:58:59', 'chat', 'TheProKillerGirl', '', 'henter lige noget mad', 'English', '', ''
'02.08.2022 18:59:01', 'chat', 'TheProKillerGirl', '', 'BLIV', 'English', '', ''
'02.08.2022 19:12:16', 'chat', 'TheProKillerGirl', '', 'hvooor er duuuu >:)', 'English', '', ''
'02.08.2022 19:12:25', 'chat', 'TheProKillerGirl', '', 'wow', 'English', '', ''
'02.08.2022 19:12:29', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'02.08.2022 19:12:35', 'chat', 'TheProKillerGirl', '', 'og BAAM så var du her', 'English', '', ''
'02.08.2022 19:15:20', 'chat', 'TheProKillerGirl', '', '?', 'English', '', ''
'02.08.2022 19:15:31', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'02.08.2022 19:24:08', 'chat', 'TheProKillerGirl', '', 'btw har skrevet ejendomsmægler på min liste :P', 'English', '', ''
'02.08.2022 19:26:25', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'02.08.2022 19:26:40', 'chat', 'TheProKillerGirl', '', 'har også skrevet fængselsbetjent', 'English', '', ''
'02.08.2022 19:26:55', 'chat', 'TheProKillerGirl', '', 'altid xD', 'English', '', ''
'02.08.2022 19:27:24', 'chat', 'TheProKillerGirl', '', 'advokat er nr 1... er du klar over hvor meget man får', 'English', '', ''
'02.08.2022 19:27:55', 'chat', 'TheProKillerGirl', '', '2022 er den ca 58000 som advokat kurator,/ og fuldmægtig er det ca 46000..', 'English', '', ''
'02.08.2022 19:27:56', 'chat', 'TheProKillerGirl', '', 'i know', 'English', '', ''
'02.08.2022 19:28:02', 'chat', 'TheProKillerGirl', '', 'er interesseret i tingene xD', 'English', '', ''
'02.08.2022 19:28:20', 'chat', 'TheProKillerGirl', '', 'det er jeg', 'English', '', ''
'02.08.2022 19:29:14', 'chat', 'TheProKillerGirl', '', 'JAER', 'English', '', ''
'02.08.2022 19:29:38', 'chat', 'TheProKillerGirl', '', 'wii', 'English', '', ''
'02.08.2022 19:30:07', 'chat', 'TheProKillerGirl', '', 'jep..', 'English', '', ''
'02.08.2022 19:30:33', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'02.08.2022 19:32:04', 'chat', 'TheProKillerGirl', '', ':P', 'English', '', ''
'02.08.2022 19:32:21', 'chat', 'TheProKillerGirl', '', 'uhh', 'English', '', ''
'02.08.2022 19:32:26', 'chat', 'TheProKillerGirl', '', 'jaa', 'English', '', ''
'02.08.2022 19:32:45', 'chat', 'TheProKillerGirl', '', 'omg niceeeee', 'English', '', ''
'02.08.2022 19:33:28', 'chat', 'TheProKillerGirl', '', 'xD nuurgh jeg er sød!', 'English', '', ''
'02.08.2022 19:33:35', 'chat', 'TheProKillerGirl', '', 'og nøgen..', 'English', '', ''
'02.08.2022 19:34:13', 'chat', 'TheProKillerGirl', '', 'kan jeg ogs?', 'English', '', ''
'02.08.2022 19:34:17', 'chat', 'TheProKillerGirl', '', '>:)', 'English', '', ''
'02.08.2022 19:34:46', 'chat', 'TheProKillerGirl', '', 'no..', 'English', '', ''
'02.08.2022 19:35:13', 'chat', 'TheProKillerGirl', '', ':O', 'English', '', ''
'02.08.2022 19:35:19', 'chat', 'TheProKillerGirl', '', 'JAAAA', 'English', '', ''
'02.08.2022 19:35:41', 'chat', 'TheProKillerGirl', '', 'omggg nicee', 'English', '', ''
'02.08.2022 19:36:00', 'chat', 'TheProKillerGirl', '', 'click to drop?', 'English', '', ''
'02.08.2022 19:36:14', 'chat', 'TheProKillerGirl', '', 'prøver', 'English', '', ''
'02.08.2022 19:36:27', 'chat', 'TheProKillerGirl', '', 'amen', 'English', '', ''
'02.08.2022 19:37:13', 'chat', 'TheProKillerGirl', '', 'spooky', 'English', '', ''
'02.08.2022 19:37:26', 'chat', 'TheProKillerGirl', '', 'har ingen mave.. xD', 'English', '', ''
'02.08.2022 19:38:08', 'chat', 'TheProKillerGirl', '', 'shit', 'English', '', ''
'02.08.2022 19:38:08', 'chat', 'TheProKillerGirl', '', 'shit', 'English', '', 'swear'
'02.08.2022 19:38:08', 'chat', 'TheProKillerGirl', '', '****', 'English', '', ''
'02.08.2022 19:38:11', 'chat', 'TheProKillerGirl', '', 'damn it', 'English', '', ''
'02.08.2022 19:38:46', 'chat', 'TheProKillerGirl', '', 'ja', 'English', '', ''
'02.08.2022 19:39:34', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'02.08.2022 19:39:42', 'chat', 'TheProKillerGirl', '', 'ARG', 'English', '', ''
'02.08.2022 19:39:43', 'chat', 'TheProKillerGirl', '', 'SE', 'English', '', ''
'02.08.2022 19:39:44', 'chat', 'TheProKillerGirl', '', 'JEG KAN', 'English', '', ''
'02.08.2022 19:39:50', 'chat', 'TheProKillerGirl', '', 'WIIII', 'English', '', ''
'02.08.2022 19:40:09', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'02.08.2022 19:40:15', 'chat', 'TheProKillerGirl', '', 'vil have den her til at kravle op af', 'English', '', ''
'02.08.2022 19:40:32', 'chat', 'TheProKillerGirl', '', 'kan man få hoved af en?', 'English', '', ''
'02.08.2022 19:40:53', 'chat', 'TheProKillerGirl', '', 'dig xD', 'English', '', ''
'02.08.2022 19:41:15', 'chat', 'TheProKillerGirl', '', 'ARG', 'English', '', ''
'02.08.2022 19:41:22', 'chat', 'TheProKillerGirl', '', 'ahahahaha', 'English', '', ''
'02.08.2022 19:41:30', 'chat', 'TheProKillerGirl', '', 'nuurgh', 'English', '', ''
'02.08.2022 19:41:41', 'chat', 'TheProKillerGirl', '', 'kan du lave tøj med dine farver?', 'English', '', ''
'02.08.2022 19:41:56', 'chat', 'TheProKillerGirl', '', 'omggg', 'English', '', ''
'02.08.2022 19:42:08', 'chat', 'TheProKillerGirl', '', 'ye', 'English', '', ''
'02.08.2022 19:42:27', 'chat', 'TheProKillerGirl', '', 'hmm lidt svært', 'English', '', ''
'02.08.2022 19:44:12', 'chat', 'TheProKillerGirl', '', 'okiii', 'English', '', ''
'02.08.2022 19:45:29', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'02.08.2022 19:46:51', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'02.08.2022 19:46:53', 'chat', 'TheProKillerGirl', '', 'yayayy', 'English', '', ''
'02.08.2022 19:47:41', 'chat', 'TheProKillerGirl', '', 'hvad hedder de andre nu xD', 'English', '', ''
'02.08.2022 19:48:45', 'chat', 'TheProKillerGirl', '', 'når ja', 'English', '', ''
'02.08.2022 19:48:51', 'chat', 'TheProKillerGirl', '', 'danke', 'English', '', ''
'02.08.2022 19:49:06', 'chat', 'TheProKillerGirl', '', 'oki', 'English', '', ''
'02.08.2022 19:49:24', 'chat', 'TheProKillerGirl', '', 'jaaa', 'English', '', ''
'02.08.2022 19:54:20', 'chat', 'TheProKillerGirl', '', 'det svært at styre benen', 'English', '', ''
'02.08.2022 19:54:34', 'chat', 'TheProKillerGirl', '', 'skal få den til at sidde', 'English', '', ''
'02.08.2022 19:54:57', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'02.08.2022 19:55:55', 'chat', 'TheProKillerGirl', '', 'damn it', 'English', '', ''
'02.08.2022 19:56:04', 'chat', 'TheProKillerGirl', '', 'kan ik få den ned', 'English', '', ''
'02.08.2022 19:56:54', 'chat', 'TheProKillerGirl', '', 'prøvede xD', 'English', '', ''
'02.08.2022 19:57:08', 'chat', 'TheProKillerGirl', '', 'til xD', 'English', '', ''
'02.08.2022 19:57:25', 'chat', 'TheProKillerGirl', '', 'ahah oki', 'English', '', ''
'02.08.2022 19:57:41', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'02.08.2022 19:57:48', 'chat', 'TheProKillerGirl', '', 'ja faktisk xD', 'English', '', ''
'02.08.2022 19:58:44', 'chat', 'TheProKillerGirl', '', 'kan man få den til at græde? xD', 'English', '', ''
'02.08.2022 20:00:32', 'chat', 'TheProKillerGirl', '', 'navn til', 'English', '', ''
'02.08.2022 20:00:38', 'chat', 'TheProKillerGirl', '', 'har lavet en heroppe', 'English', '', ''
'02.08.2022 20:01:06', 'chat', 'TheProKillerGirl', '', 'nurghh xD', 'English', '', ''
'02.08.2022 20:01:47', 'chat', 'TheProKillerGirl', '', 'baby fugl xD', 'English', '', ''
'02.08.2022 20:01:58', 'chat', 'TheProKillerGirl', '', 'ye', 'English', '', ''
'02.08.2022 20:03:43', 'chat', 'TheProKillerGirl', '', 'Nuurgh', 'English', '', ''
'02.08.2022 20:03:52', 'chat', 'TheProKillerGirl', '', 'har glemt hvordan man laver farver i skrift :P', 'English', '', ''
'02.08.2022 20:03:58', 'chat', 'TheProKillerGirl', '', 'min skal være rød!!', 'English', '', ''
'02.08.2022 20:04:02', 'chat', 'TheProKillerGirl', '', 'Baby Killer xD', 'English', '', ''
'02.08.2022 20:04:08', 'chat', 'TheProKillerGirl', '', 'nåår ja', 'English', '', ''
'02.08.2022 20:04:23', 'chat', 'TheProKillerGirl', '', 'kan ik', 'English', '', ''
'02.08.2022 20:04:32', 'chat', 'TheProKillerGirl', '', 'uh', 'English', '', ''
'02.08.2022 20:04:54', 'chat', 'TheProKillerGirl', '', 'mæh', 'English', '', ''
'02.08.2022 20:05:05', 'chat', 'TheProKillerGirl', '', 'nope', 'English', '', ''
'02.08.2022 20:05:32', 'chat', 'TheProKillerGirl', '', 'uh', 'English', '', ''
'02.08.2022 20:05:50', 'chat', 'TheProKillerGirl', '', 'uh yay :D', 'English', '', ''
'02.08.2022 20:06:06', 'chat', 'TheProKillerGirl', '', 'tror ogs', 'English', '', ''
'02.08.2022 20:06:17', 'chat', 'TheProKillerGirl', '', 'jamen xD', 'English', '', ''
'02.08.2022 20:06:38', 'chat', 'TheProKillerGirl', '', 'min mave... :(', 'English', '', ''
'02.08.2022 20:06:44', 'chat', 'TheProKillerGirl', '', 'den er her', 'English', '', ''
'02.08.2022 20:06:45', 'chat', 'TheProKillerGirl', '', 'lol', 'English', '', ''
'02.08.2022 20:06:50', 'chat', 'TheProKillerGirl', '', 'AHAHAH', 'English', '', ''
'02.08.2022 20:07:04', 'chat', 'TheProKillerGirl', '', 'vil reset..', 'English', '', ''
'02.08.2022 20:07:27', 'chat', 'TheProKillerGirl', '', 'er så trææææt', 'English', '', ''
'02.08.2022 20:10:26', 'chat', 'TheProKillerGirl', '', 'yay', 'English', '', ''
'02.08.2022 20:13:05', 'chat', 'TheProKillerGirl', '', 'rød og sort xD', 'English', '', ''
'02.08.2022 20:13:22', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'02.08.2022 20:14:50', 'chat', 'TheProKillerGirl', '', 'JAAAAAA', 'English', '', ''
'02.08.2022 20:14:54', 'chat', 'TheProKillerGirl', '', 'elsker det fader ind :D', 'English', '', ''
'02.08.2022 20:15:23', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'02.08.2022 20:15:24', 'chat', 'TheProKillerGirl', '', 'self...', 'English', '', ''
'02.08.2022 20:15:50', 'chat', 'TheProKillerGirl', '', 'uh nice', 'English', '', ''
'02.08.2022 20:17:59', 'chat', 'TheProKillerGirl', '', 'yee', 'English', '', ''
'02.08.2022 20:18:15', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'02.08.2022 20:18:35', 'chat', 'TheProKillerGirl', '', 'havde slettet den der armor ting', 'English', '', ''
'02.08.2022 20:19:13', 'chat', 'TheProKillerGirl', '', 'kan du holde den for mig', 'English', '', ''
'02.08.2022 20:19:16', 'chat', 'TheProKillerGirl', '', 'xD', 'English', '', ''
'02.08.2022 20:19:19', 'chat', 'TheProKillerGirl', '', 'den er god', 'English', '', ''
'02.08.2022 20:19:32', 'chat', 'TheProKillerGirl', '', 'når xD', 'English', '', ''
'02.08.2022 20:19:50', 'chat', 'TheProKillerGirl', '', 'altid :P', 'English', '', ''
'02.08.2022 20:20:03', 'chat', 'TheProKillerGirl', '', 'UH', 'English', '', ''
'02.08.2022 20:20:07', 'chat', 'TheProKillerGirl', '', 'hvad er det', 'English', '', ''
'02.08.2022 20:20:19', 'chat', 'TheProKillerGirl', '', 'misser?', 'English', '', ''
'02.08.2022 20:20:35', 'chat', 'TheProKillerGirl', '', 'OMGGGG', 'English', '', ''
